Year,Year Label,Economy,Economy Label,Mode,Mode Label,Direction,Direction Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,US dollars at current prices per capita,US dollars at current prices per capita Footnote,Percentage of total world,Percentage of total world Footnote,Percentage of Gross Domestic Product,Percentage of Gross Domestic Product Footnote,Percentage of Gross Fixed Capital Formation,Percentage of Gross Fixed Capital Formation Footnote
1994,1994,710,South Africa,8,Flow,2,Outward,1235.778,,28.561,,0.430173,,0.805,,5.37064,
1994,1994,710,South Africa,9,Stock,1,Inward,12614.929,,291.553,,0.425642,,8.21751,,54.82396,
1994,1994,710,South Africa,9,Stock,2,Outward,19104.84,,441.547,,0.579904,,12.44512,,83.02884,
1994,1994,716,Zimbabwe,8,Flow,1,Inward,41,,3.776,,0.016022,,0.38475,,11.4521,
1994,1994,716,Zimbabwe,8,Flow,2,Outward,13,,1.197,,0.004525,,0.122,,3.63115,
1994,1994,716,Zimbabwe,9,Stock,1,Inward,377.85,,34.797,,0.012749,,3.54585,,105.5409,
1994,1994,716,Zimbabwe,9,Stock,2,Outward,115.901,,10.674,,0.003518,,1.08765,,32.37342,
1994,1994,724,Spain,8,Flow,1,Inward,8883.492,,224.196,,3.471555,,1.67436,,7.96485,
1994,1994,724,Spain,8,Flow,2,Outward,3936.944,,99.358,,1.370446,,0.74204,,3.52982,
1994,1994,724,Spain,9,Stock,1,Inward,93798.318,,2367.226,,3.164859,,17.67911,,84.0986,
1994,1994,724,Spain,9,Stock,2,Outward,29263.733,,738.541,,0.888264,,5.51563,,26.23756,
1994,1994,736,Sudan (...2011),8,Flow,1,Inward,99.18,,3.562,,0.038758,,0.83455,,7.83222,
1994,1994,736,Sudan (...2011),9,Stock,1,Inward,153.79,,5.523,,0.005189,,1.29406,,12.14475,
1994,1994,740,Suriname,8,Flow,1,Inward,-30.2,,-70.801,,-0.011802,,-3.65257,,-13.20204,
1994,1994,748,Eswatini,8,Flow,1,Inward,63.275,,66.344,,0.024727,,3.9781,,22.96078,
1994,1994,748,Eswatini,8,Flow,2,Outward,58.26,,61.086,,0.02028,,3.66283,,21.14109,
1994,1994,748,Eswatini,9,Stock,1,Inward,506.102,,530.651,,0.017076,,31.81872,,183.65126,
1994,1994,748,Eswatini,9,Stock,2,Outward,108.644,,113.914,,0.003298,,6.83045,,39.42397,
1994,1994,752,Sweden,8,Flow,1,Inward,6349.663,,727.884,,2.481367,,2.77236,,14.26245,
1994,1994,752,Sweden,8,Flow,2,Outward,6701.14,,768.175,,2.332661,,2.92582,,15.05193,
1994,1994,752,Sweden,9,Stock,1,Inward,22649.601,,2596.401,,0.764223,,9.88917,,50.87496,
1994,1994,752,Sweden,9,Stock,2,Outward,60309.589,,6913.494,,1.830622,,26.3321,,135.46588,
1994,1994,757,"Switzerland, Liechtenstein",8,Flow,1,Inward,3366.991,,479.493,,1.315777,,1.10802,,4.5613,
1994,1994,757,"Switzerland, Liechtenstein",8,Flow,2,Outward,10793.382,,1537.084,,3.757166,,3.55191,,14.62191,
1994,1994,757,"Switzerland, Liechtenstein",9,Stock,1,Inward,48667.48,,6930.73,,1.642095,,16.01559,,65.93034,
1994,1994,757,"Switzerland, Liechtenstein",9,Stock,2,Outward,112585.894,,16033.343,,3.417404,,37.04998,,152.52128,
1994,1994,760,Syrian Arab Republic,8,Flow,1,Inward,65,,4.669,,0.025401,,0.52461,,1.75109,
1994,1994,760,Syrian Arab Republic,9,Stock,1,Inward,390,,28.012,,0.013159,,3.14764,,10.50655,
1994,1994,762,Tajikistan,8,Flow,1,Inward,12,,2.068,,0.004689,,0.88102,,4.67548,
1994,1994,762,Tajikistan,9,Stock,1,Inward,30,,5.169,,0.001012,,2.20255,,11.6887,
1994,1994,764,Thailand,8,Flow,1,Inward,1369,,23.358,,0.534988,,0.9333,,2.33327,
1994,1994,764,Thailand,8,Flow,2,Outward,494,,8.429,,0.171961,,0.33678,,0.84195,
1994,1994,764,Thailand,9,Stock,1,Inward,15701.275,,267.894,,0.529778,,10.70417,,26.7606,
1994,1994,764,Thailand,9,Stock,2,Outward,1457.234,,24.863,,0.044233,,0.99345,,2.48365,
1994,1994,768,Togo,8,Flow,1,Inward,15.538,,3.797,,0.006072,,1.23407,,13.24116,
1994,1994,768,Togo,9,Stock,1,Inward,269.12,,65.757,,0.00908,,21.37368,,229.33222,
1994,1994,776,Tonga,8,Flow,1,Inward,2.781,,27.88,,0.001087,,1.41872,,6.71631,
1994,1994,776,Tonga,9,Stock,1,Inward,7.411,,74.31,,0.00025,,3.78135,,17.90115,
1994,1994,776,Tonga,9,Stock,2,Outward,0.028,,0.281,,1.00E-06,,0.01429,,0.06763,
1994,1994,780,Trinidad and Tobago,8,Flow,1,Inward,521,,400.34,,0.2036,,9.97683,,50.42954,
1994,1994,780,Trinidad and Tobago,9,Stock,1,Inward,3574.041,,2746.32,,0.120592,,68.4407,,345.94479,
1994,1994,780,Trinidad and Tobago,9,Stock,2,Outward,20.7,,15.906,,0.000628,,0.39639,,2.00363,
1994,1994,784,United Arab Emirates,8,Flow,1,Inward,62.46,,26.818,,0.024409,,0.10396,,0.4109,
1994,1994,784,United Arab Emirates,8,Flow,2,Outward,577.001,,247.744,,0.200853,,0.96039,,3.79588,
1994,1994,784,United Arab Emirates,9,Stock,1,Inward,1370.4,,588.401,,0.046239,,2.28095,,9.01536,
1994,1994,784,United Arab Emirates,9,Stock,2,Outward,647.679,,278.09,,0.019659,,1.07803,,4.26084,
1994,1994,788,Tunisia,8,Flow,1,Inward,566.4,,61.948,,0.221342,,3.29996,,12.70406,
1994,1994,788,Tunisia,8,Flow,2,Outward,7.7,,0.842,,0.00268,,0.04486,,0.17271,
1994,1994,788,Tunisia,9,Stock,1,Inward,9918,,1084.748,,0.334644,,57.78418,,222.45562,
1994,1994,788,Tunisia,9,Stock,2,Outward,30.7,,3.358,,0.000932,,0.17886,,0.68859,
1994,1994,792,Türkiye,8,Flow,1,Inward,608,,10.427,,0.237599,,0.33781,,1.43846,
1994,1994,792,Türkiye,8,Flow,2,Outward,49,,0.84,,0.017057,,0.02722,,0.11593,
1994,1994,792,Türkiye,9,Stock,1,Inward,14048.315,,240.924,,0.474006,,7.80527,,33.23683,
1994,1994,792,Türkiye,9,Stock,2,Outward,1305.315,,22.386,,0.039621,,0.72524,,3.08824,
1994,1994,795,Turkmenistan,8,Flow,1,Inward,103,,24.921,,0.040251,,4.45603,,15.99468,
1994,1994,795,Turkmenistan,9,Stock,1,Inward,182,,44.035,,0.006141,,7.87377,,28.26244,
1994,1994,800,Uganda,8,Flow,1,Inward,88.152,,4.38,,0.034449,,1.44278,,8.37186,
1994,1994,800,Uganda,9,Stock,1,Inward,152.687,,7.587,,0.005152,,2.49903,,14.5008,
1994,1994,804,Ukraine,8,Flow,1,Inward,159,,3.088,,0.062135,,0.28309,,1.18725,
1994,1994,804,Ukraine,8,Flow,2,Outward,8,,0.155,,0.002785,,0.01424,,0.05974,
1994,1994,804,Ukraine,9,Stock,1,Inward,484,,9.4,,0.016331,,0.86174,,3.61403,
1994,1994,804,Ukraine,9,Stock,2,Outward,20,,0.388,,0.000607,,0.03561,,0.14934,
1994,1994,807,North Macedonia,8,Flow,1,Inward,24,,12.106,,0.009379,,0.67423,,3.51124,
1994,1994,807,North Macedonia,9,Stock,1,Inward,77.099,,38.89,,0.002601,,2.16593,,11.27965,
1994,1994,818,Egypt,8,Flow,1,Inward,1133.4,,18.055,,0.442918,,2.00502,,10.31998,
1994,1994,818,Egypt,8,Flow,2,Outward,62.3,,0.992,,0.021687,,0.11021,,0.56726,
1994,1994,818,Egypt,9,Stock,1,Inward,14094.45,,224.52,,0.475562,,24.93358,,128.33461,
1994,1994,818,Egypt,9,Stock,2,Outward,315.92,,5.033,,0.009589,,0.55887,,2.87656,
1994,1994,834,"Tanzania, United Republic of",8,Flow,1,Inward,50,,1.689,,0.019539,,0.78974,,2.34432,
1994,1994,834,"Tanzania, United Republic of",8,Flow,2,Outward,0.977,,0.033,,0.00034,,0.01543,,0.0458,
1994,1994,834,"Tanzania, United Republic of",9,Stock,1,Inward,469.8,,15.873,,0.015852,,7.42044,,22.02721,
1994,1994,842,United States of America,8,Flow,1,Inward,45095,,169.497,,17.62255,,0.61542,,3.02092,
1994,1994,842,United States of America,8,Flow,2,Outward,73252,,275.33,,25.498954,,0.99969,,4.90716,
1994,1994,842,United States of America,9,Stock,1,Inward,757853,,2848.515,,25.5708,,10.34261,,50.76871,
1994,1994,842,United States of America,9,Stock,2,Outward,1114582,,4189.339,,33.831743,,15.21098,,74.66605,
1994,1994,854,Burkina Faso,8,Flow,1,Inward,18.372,,1.821,,0.007179,,0.85305,,3.31731,
1994,1994,854,Burkina Faso,8,Flow,2,Outward,6.844,,0.678,,0.002383,,0.3178,,1.23586,
1994,1994,854,Burkina Faso,9,Stock,1,Inward,63.903,,6.333,,0.002156,,2.96721,,11.53879,
1994,1994,854,Burkina Faso,9,Stock,2,Outward,12.372,,1.226,,0.000376,,0.57445,,2.2339,
1994,1994,858,Uruguay,8,Flow,1,Inward,154.5,,48.433,,0.060377,,0.80057,,4.95992,
1994,1994,858,Uruguay,8,Flow,2,Outward,0,,0,,0,,0,,0,
1994,1994,858,Uruguay,9,Stock,1,Inward,971.136,,304.437,,0.032767,,5.03214,,31.17641,
1994,1994,858,Uruguay,9,Stock,2,Outward,186,,58.308,,0.005646,,0.9638,,5.97116,
1994,1994,860,Uzbekistan,8,Flow,1,Inward,73,,3.235,,0.028527,,0.45657,,1.81809,
1994,1994,860,Uzbekistan,9,Stock,1,Inward,130,,5.761,,0.004386,,0.81307,,3.23769,
1994,1994,862,Venezuela (Bolivarian Rep. of),8,Flow,1,Inward,813,,37.568,,0.31771,,1.42223,,5.93714,
1994,1994,862,Venezuela (Bolivarian Rep. of),8,Flow,2,Outward,358,,16.543,,0.124619,,0.62627,,2.61439,
1994,1994,862,Venezuela (Bolivarian Rep. of),9,Stock,1,Inward,7263.793,,335.652,,0.245088,,12.70695,,53.04568,
1994,1994,862,Venezuela (Bolivarian Rep. of),9,Stock,2,Outward,3124,,144.357,,0.094825,,5.46498,,22.8138,
1994,1994,882,Samoa,8,Flow,1,Inward,3,,17.33,,0.001172,,1.47188,,5.87555,
1994,1994,882,Samoa,9,Stock,1,Inward,25.313,,146.227,,0.000854,,12.41923,,49.57594,
1994,1994,887,Yemen,8,Flow,1,Inward,15.8,,1.016,,0.006174,,0.31709,,1.86965,
1994,1994,887,Yemen,8,Flow,2,Outward,2.441,,0.157,,0.00085,,0.04899,,0.28884,
1994,1994,887,Yemen,9,Stock,1,Inward,2099.3,,134.976,,0.070833,,42.13035,,248.41456,
1994,1994,887,Yemen,9,Stock,2,Outward,7.522,,0.484,,0.000228,,0.15096,,0.89009,
1994,1994,891,Serbia and Montenegro,8,Flow,1,Inward,62.585,,5.844,,0.024457,,0.29594,,2.57942,
1994,1994,894,Zambia,8,Flow,1,Inward,40,,4.72,,0.015631,,1.09383,,7.88645,
1994,1994,894,Zambia,9,Stock,1,Inward,3089.2,,364.541,,0.104233,,84.47666,,609.07061,
1994,1994,926,United Kingdom,8,Flow,1,Inward,10235.267,,176.472,,3.999812,,0.89748,,4.77109,
1994,1994,926,United Kingdom,8,Flow,2,Outward,34224.175,,590.077,,11.913404,,3.00095,,15.95334,
1994,1994,926,United Kingdom,9,Stock,1,Inward,189587.5,,3268.78,,6.396892,,16.62402,,88.37478,
1994,1994,926,United Kingdom,9,Stock,2,Outward,276743.75,,4771.488,,8.40021,,24.26633,,129.002,
1994,1994,960,Indonesia (...2002),8,Flow,1,Inward,2191,,11.194,,0.856215,,1.0588,,4.35978,
1994,1994,960,Indonesia (...2002),8,Flow,2,Outward,3283,,16.773,,1.142809,,1.58651,,6.53271,
1994,1994,960,Indonesia (...2002),9,Stock,1,Inward,16207.45,,82.803,,0.546857,,7.83227,,32.25054,
1994,1994,960,Indonesia (...2002),9,Stock,2,Outward,4577,,23.384,,0.138929,,2.21184,,9.10759,
1995,1995,0,World,8,Flow,1,Inward,345142.745,,61.059,,100,,1.10725,,4.67899,
1995,1995,0,World,8,Flow,2,Outward,361243.83,,70.808,,100,,1.18389,,4.97875,
1995,1995,0,World,9,Stock,1,Inward,3564454.8,,624.067,,100,,11.43779,,48.33036,
1995,1995,0,World,9,Stock,2,Outward,3993273.925,,769.702,,100,,12.92649,,54.57395,
1995,1995,4,Afghanistan,8,Flow,1,Inward,-0.093,,-0.006,,-2.70E-05,,-0.00339,,-0.02647,
1995,1995,4,Afghanistan,9,Stock,1,Inward,11.767,,0.717,,0.00033,,0.42683,,3.33733,
1995,1995,8,Albania,8,Flow,1,Inward,70.05,,21.328,,0.020296,,2.92758,,13.94084,
1995,1995,8,Albania,9,Stock,1,Inward,211.02,,64.25,,0.00592,,8.81909,,41.99565,
1995,1995,12,Algeria,8,Flow,1,Inward,0.001,,0,,0,,0,,1.00E-05,
1995,1995,12,Algeria,8,Flow,2,Outward,0.001,,0,,0,,0,,1.00E-05,
1995,1995,12,Algeria,9,Stock,1,Inward,1670.573,,58.662,,0.046868,,3.98026,,14.69551,
1995,1995,12,Algeria,9,Stock,2,Outward,183.044,,6.428,,0.004584,,0.43612,,1.61018,
1995,1995,24,Angola,8,Flow,1,Inward,472,,33.927,,0.136755,,7.10605,,25.45146,
1995,1995,24,Angola,8,Flow,2,Outward,-1,,-0.072,,-0.000277,,-0.01506,,-0.05392,
1995,1995,24,Angola,9,Stock,1,Inward,2920.85,,209.948,,0.081944,,43.97394,,157.49979,
1995,1995,24,Angola,9,Stock,2,Outward,0.089,,0.006,,2.00E-06,,0.00134,,0.0048,
1995,1995,28,Antigua and Barbuda,8,Flow,1,Inward,31.485,,460.323,,0.009122,,5.45404,,22.44785,
1995,1995,31,Azerbaijan,8,Flow,1,Inward,155,,19.647,,0.044909,,5.03116,,32.16142,
1995,1995,31,Azerbaijan,9,Stock,1,Inward,330.1,,41.841,,0.009261,,10.71474,,68.49346,
1995,1995,32,Argentina,8,Flow,1,Inward,5609.423,,160.516,,1.625247,,2.0055,,13.48296,
1995,1995,32,Argentina,8,Flow,2,Outward,1497.149,,42.842,,0.414443,,0.53527,,3.59859,
1995,1995,32,Argentina,9,Stock,1,Inward,27991.044,,800.977,,0.785283,,10.00747,,67.28003,
1995,1995,32,Argentina,9,Stock,2,Outward,10695.635,,306.061,,0.267841,,3.82395,,25.70832,
1995,1995,36,Australia,8,Flow,1,Inward,11678.762,,648.712,,3.383748,,2.97867,,12.33377,
1995,1995,36,Australia,8,Flow,2,Outward,2532.931,,140.695,,0.701169,,0.64602,,2.67499,
1995,1995,36,Australia,9,Stock,1,Inward,111310.606,,6182.892,,3.122795,,28.3898,,117.55347,
1995,1995,36,Australia,9,Stock,2,Outward,60484.4,,3359.685,,1.514657,,15.42656,,63.87667,
1995,1995,40,Austria,8,Flow,1,Inward,1825.09,,229.649,,0.528793,,0.75713,,2.9529,
1995,1995,40,Austria,8,Flow,2,Outward,1083.553,,136.342,,0.299951,,0.44951,,1.75313,
1995,1995,40,Austria,9,Stock,1,Inward,19000.695,,2390.838,,0.53306,,7.88233,,30.74214,
1995,1995,40,Austria,9,Stock,2,Outward,11399.869,,1434.434,,0.285477,,4.72917,,18.4444,
1995,1995,44,Bahamas,8,Flow,1,Inward,106.8,,356.53,,0.030944,,2.06792,,10.05699,
1995,1995,44,Bahamas,8,Flow,2,Outward,-0.112,,-0.375,,-3.10E-05,,-0.00218,,-0.01059,
1995,1995,44,Bahamas,9,Stock,1,Inward,742.08,,2477.283,,0.020819,,14.36856,,69.87916,
1995,1995,48,Bahrain,8,Flow,1,Inward,430.59,,702.506,,0.124757,,6.34436,,31.37549,
1995,1995,48,Bahrain,8,Flow,2,Outward,-16.1,,-26.267,,-0.004457,,-0.23722,,-1.17315,
1995,1995,48,Bahrain,9,Stock,1,Inward,2403.45,,3921.222,,0.067428,,35.41272,,175.13047,
1995,1995,48,Bahrain,9,Stock,2,Outward,1043.88,,1703.087,,0.026141,,15.38065,,76.06366,
1995,1995,50,Bangladesh,8,Flow,1,Inward,92.3,,0.784,,0.026743,,0.24375,,1.27488,
1995,1995,50,Bangladesh,8,Flow,2,Outward,1.7,,0.014,,0.000471,,0.00449,,0.02348,
1995,1995,50,Bangladesh,9,Stock,1,Inward,600.09,,5.094,,0.016835,,1.58477,,8.28865,
1995,1995,50,Bangladesh,9,Stock,2,Outward,47.632,,0.404,,0.001193,,0.12579,,0.6579,
1995,1995,51,Armenia,8,Flow,1,Inward,25.32,,7.62,,0.007336,,1.84535,,11.40655,
1995,1995,51,Armenia,9,Stock,1,Inward,66,,19.863,,0.001852,,4.81016,,29.73272,
1995,1995,52,Barbados,8,Flow,1,Inward,11.804,,45,,0.00342,,0.51386,,4.53965,
1995,1995,52,Barbados,8,Flow,2,Outward,3.3,,12.581,,0.000914,,0.14366,,1.26916,
1995,1995,52,Barbados,9,Stock,1,Inward,227.23,,866.288,,0.006375,,9.89224,,87.39126,
1995,1995,52,Barbados,9,Stock,2,Outward,32.633,,124.41,,0.000817,,1.42065,,12.55045,
1995,1995,56,Belgium,8,Flow,1,Inward,10688.7,,1058.791,,3.096893,,3.71098,,17.46812,
1995,1995,56,Belgium,8,Flow,2,Outward,11603,,1149.358,,3.211958,,4.02841,,18.96232,
1995,1995,56,Belgium,9,Stock,1,Inward,112960,,11189.478,,3.169068,,39.21823,,184.60604,
1995,1995,56,Belgium,9,Stock,2,Outward,80690,,7992.909,,2.020648,,28.01451,,131.86846,
1995,1995,64,Bhutan,8,Flow,1,Inward,0.05,,0.095,,1.40E-05,,0.01729,,0.03737,
1995,1995,64,Bhutan,9,Stock,1,Inward,2.67,,5.061,,7.50E-05,,0.92344,,1.99582,
1995,1995,68,Bolivia (Plurinational State of),8,Flow,1,Inward,374.3,,47.733,,0.108448,,5.57397,,35.88512,
1995,1995,68,Bolivia (Plurinational State of),8,Flow,2,Outward,2,,0.255,,0.000554,,0.02978,,0.19175,
1995,1995,68,Bolivia (Plurinational State of),9,Stock,1,Inward,1564.3,,199.491,,0.043886,,23.2951,,149.97353,
1995,1995,68,Bolivia (Plurinational State of),9,Stock,2,Outward,17.3,,2.206,,0.000433,,0.25763,,1.6586,
1995,1995,72,Botswana,8,Flow,1,Inward,70.413,,45.615,,0.020401,,1.48846,,5.51739,
1995,1995,72,Botswana,8,Flow,2,Outward,40.906,,26.5,,0.011324,,0.86471,,3.20529,
1995,1995,72,Botswana,9,Stock,1,Inward,1126.354,,729.677,,0.0316,,23.80997,,88.2582,
1995,1995,72,Botswana,9,Stock,2,Outward,650.111,,421.156,,0.01628,,13.74269,,50.94105,
1995,1995,76,Brazil,8,Flow,1,Inward,4405.122,,26.94,,1.276319,,0.56351,,2.82254,
1995,1995,76,Brazil,8,Flow,2,Outward,1095.638,,6.701,,0.303296,,0.14015,,0.70202,
1995,1995,76,Brazil,9,Stock,1,Inward,47886.624,,292.857,,1.343449,,6.12568,,30.68289,
1995,1995,76,Brazil,9,Stock,2,Outward,44473.674,,271.985,,1.113715,,5.68909,,28.49607,
1995,1995,84,Belize,8,Flow,1,Inward,20.762,,101.999,,0.006016,,2.53612,,13.04339,
1995,1995,84,Belize,8,Flow,2,Outward,2.529,,12.424,,0.0007,,0.30891,,1.58876,
1995,1995,84,Belize,9,Stock,1,Inward,175.18,,860.599,,0.004915,,21.39806,,110.05138,
1995,1995,84,Belize,9,Stock,2,Outward,28.31,,139.077,,0.000709,,3.45804,,17.78487,
1995,1995,90,Solomon Islands,8,Flow,1,Inward,2.026,,5.4,,0.000587,,0.538,,3.06277,
1995,1995,90,Solomon Islands,9,Stock,1,Inward,34.398,,91.682,,0.000965,,9.13439,,52.00062,
1995,1995,92,British Virgin Islands,8,Flow,1,Inward,-576.71,,-32630.418,,-0.167093,,-127.20563,,-515.31259,
1995,1995,92,British Virgin Islands,8,Flow,2,Outward,3297.642,,186581.516,,0.912858,,727.36485,,2946.56985,
1995,1995,92,British Virgin Islands,9,Stock,1,Inward,776.34,,43925.54,,0.02178,,171.23826,,693.68968,
1995,1995,92,British Virgin Islands,9,Stock,2,Outward,12474.425,,705806.552,,0.312386,,2751.49911,,11146.37908,
1995,1995,96,Brunei Darussalam,8,Flow,1,Inward,582.761,,1948.4,,0.168846,,11.10989,,20.44183,
1995,1995,96,Brunei Darussalam,9,Stock,1,Inward,641.771,,2145.695,,0.018005,,12.23488,,22.51178,
1995,1995,100,Bulgaria,8,Flow,1,Inward,90.4,,10.663,,0.026192,,0.47599,,2.85618,
1995,1995,100,Bulgaria,8,Flow,2,Outward,-8,,-0.944,,-0.002215,,-0.04212,,-0.25276,
1995,1995,100,Bulgaria,9,Stock,1,Inward,445.47,,52.547,,0.012498,,2.34558,,14.0746,
1995,1995,100,Bulgaria,9,Stock,2,Outward,104.627,,12.342,,0.00262,,0.5509,,3.30568,
1995,1995,104,Myanmar,8,Flow,1,Inward,317.6,,7.407,,0.09202,,3.31462,,23.04467,
1995,1995,104,Myanmar,9,Stock,1,Inward,1213.79,,28.307,,0.034053,,12.66767,,88.07111,
1995,1995,108,Burundi,8,Flow,1,Inward,1.982,,0.334,,0.000574,,0.19811,,2.11367,
1995,1995,108,Burundi,8,Flow,2,Outward,0.601,,0.101,,0.000166,,0.06003,,0.64051,
1995,1995,108,Burundi,9,Stock,1,Inward,33.688,,5.678,,0.000945,,3.3674,,35.92787,
1995,1995,108,Burundi,9,Stock,2,Outward,1.046,,0.176,,2.60E-05,,0.10457,,1.11569,
1995,1995,112,Belarus,8,Flow,1,Inward,14.7,,1.405,,0.004259,,0.10263,,0.4198,
1995,1995,112,Belarus,8,Flow,2,Outward,0.26,,0.025,,7.20E-05,,0.00182,,0.00742,
1995,1995,112,Belarus,9,Stock,1,Inward,49.8,,4.76,,0.001397,,0.34768,,1.42217,
1995,1995,112,Belarus,9,Stock,2,Outward,185.635,,17.744,,0.004649,,1.296,,5.30128,
1995,1995,116,Cambodia,8,Flow,1,Inward,150.7,,13.801,,0.043663,,4.55376,,34.5501,
1995,1995,116,Cambodia,9,Stock,1,Inward,355.927,,32.595,,0.009985,,10.75518,,81.6013,
1995,1995,116,Cambodia,9,Stock,2,Outward,139.218,,12.749,,0.003486,,4.2068,,31.91769,
1995,1995,120,Cameroon,8,Flow,1,Inward,7.292,,0.552,,0.002113,,0.06712,,0.38722,
1995,1995,120,Cameroon,8,Flow,2,Outward,0.601,,0.045,,0.000166,,0.00553,,0.03191,
1995,1995,120,Cameroon,9,Stock,1,Inward,378.545,,28.652,,0.01062,,3.48415,,20.10059,
1995,1995,120,Cameroon,9,Stock,2,Outward,1225.811,,92.783,,0.030697,,11.28244,,65.09009,
1995,1995,124,Canada,8,Flow,1,Inward,9254.772,,315.977,,2.681433,,1.52733,,8.32457,
1995,1995,124,Canada,8,Flow,2,Outward,11461.606,,391.322,,3.172817,,1.89153,,10.30959,
1995,1995,124,Canada,9,Stock,1,Inward,123181.219,,4205.655,,3.455822,,20.32884,,110.80019,
1995,1995,124,Canada,9,Stock,2,Outward,118105.04,,4032.344,,2.957599,,19.49111,,106.23422,
1995,1995,132,Cabo Verde,8,Flow,1,Inward,26.181,,63.641,,0.007585,,4.69225,,12.70982,
1995,1995,132,Cabo Verde,8,Flow,2,Outward,0.574,,1.395,,0.000159,,0.10284,,0.27857,
1995,1995,132,Cabo Verde,9,Stock,1,Inward,37.95,,92.25,,0.001065,,6.80162,,18.42343,
1995,1995,136,Cayman Islands,8,Flow,1,Inward,50.31,,1533.748,,0.014577,,2.94405,,21.22798,
1995,1995,136,Cayman Islands,8,Flow,2,Outward,266.015,,8109.73,,0.073639,,15.56675,,112.24344,
1995,1995,136,Cayman Islands,9,Stock,1,Inward,2745.15,,83688.495,,0.077015,,160.64138,,1158.29807,
1995,1995,136,Cayman Islands,9,Stock,2,Outward,1384.045,,42193.921,,0.034659,,80.9919,,583.98873,
1995,1995,140,Central African Republic,8,Flow,1,Inward,6.201,,1.892,,0.001797,,0.53132,,3.605,
1995,1995,140,Central African Republic,8,Flow,2,Outward,1.424,,0.435,,0.000394,,0.12206,,0.82816,
1995,1995,140,Central African Republic,9,Stock,1,Inward,79.66,,24.311,,0.002235,,6.82592,,46.31418,
1995,1995,140,Central African Republic,9,Stock,2,Outward,41.206,,12.575,,0.001032,,3.53087,,23.95713,
1995,1995,1400,Developing economies,8,Flow,1,Inward,116735.72,,26.349,,33.822447,,2.09092,,8.61779,
1995,1995,1400,Developing economies,8,Flow,2,Outward,48276.576,,12.393,,13.363986,,0.97424,,3.89955,
1995,1995,1400,Developing economies,9,Stock,1,Inward,828476.026,,184.097,,23.242714,,14.79717,,61.09742,
1995,1995,1400,Developing economies,9,Stock,2,Outward,298690.776,,75.012,,7.479847,,5.59944,,22.9856,
1995,1995,1410,Developing economies: Africa,8,Flow,1,Inward,5665.132,,7.856,,1.641388,,0.9382,,4.72845,
1995,1995,1410,Developing economies: Africa,8,Flow,2,Outward,2975.567,,5.58,,0.8237,,0.54722,,2.7611,
1995,1995,1410,Developing economies: Africa,9,Stock,1,Inward,88632.653,,122.912,,2.48657,,14.67847,,73.97797,
1995,1995,1410,Developing economies: Africa,9,Stock,2,Outward,32600.909,,63.136,,0.816396,,6.09593,,30.51886,
1995,1995,1420,Developing economies: Americas,8,Flow,1,Inward,29842.594,,64.009,,8.64645,,1.58475,,8.22622,
1995,1995,1420,Developing economies: Americas,8,Flow,2,Outward,3755.962,,11.268,,1.039731,,0.26424,,1.31865,
1995,1995,1420,Developing economies: Americas,9,Stock,1,Inward,179917.32,,386.259,,5.047541,,9.55854,,49.63289,
1995,1995,1420,Developing economies: Americas,9,Stock,2,Outward,67852.927,,158.347,,1.69918,,3.74128,,19.45046,
1995,1995,1430,Developing economies: Asia,8,Flow,1,Inward,80676.458,,24.927,,23.374809,,2.61844,,9.28226,
1995,1995,1430,Developing economies: Asia,8,Flow,2,Outward,41565.512,,13.749,,11.506221,,1.39653,,4.93194,
1995,1995,1430,Developing economies: Asia,9,Stock,1,Inward,557496.968,,168.58,,15.640456,,17.99434,,64.01388,
1995,1995,1430,Developing economies: Asia,9,Stock,2,Outward,198011.166,,65.317,,4.958617,,6.65275,,23.51579,
1995,1995,144,Sri Lanka,8,Flow,1,Inward,65,,3.576,,0.018833,,0.42503,,1.86629,
1995,1995,144,Sri Lanka,8,Flow,2,Outward,5.597,,0.308,,0.001549,,0.0366,,0.16069,
1995,1995,144,Sri Lanka,9,Stock,1,Inward,1294.782,,71.23,,0.036325,,8.46648,,37.17594,
1995,1995,144,Sri Lanka,9,Stock,2,Outward,35.107,,1.931,,0.000879,,0.22956,,1.00799,
1995,1995,1450,Developing economies: Oceania,8,Flow,1,Inward,551.536,,84.082,,0.159799,,3.69003,,19.28182,
1995,1995,1450,Developing economies: Oceania,8,Flow,2,Outward,-20.465,,-3.577,,-0.005665,,-0.14855,,-0.78065,
1995,1995,1450,Developing economies: Oceania,9,Stock,1,Inward,2429.085,,385.116,,0.068147,,16.63249,,87.23597,
1995,1995,1450,Developing economies: Oceania,9,Stock,2,Outward,225.773,,40.985,,0.005654,,2.37772,,12.81356,
1995,1995,1460,Developing economies: Asia and Oceania,8,Flow,1,Inward,81227.995,,25.047,,23.534609,,2.62361,,9.31507,
1995,1995,1460,Developing economies: Asia and Oceania,8,Flow,2,Outward,41545.047,,13.716,,11.500555,,1.38941,,4.91423,
1995,1995,1460,Developing economies: Asia and Oceania,9,Stock,1,Inward,559926.053,,168.993,,15.708603,,17.98795,,64.08789,
1995,1995,1460,Developing economies: Asia and Oceania,9,Stock,2,Outward,198236.939,,65.273,,4.964271,,6.63916,,23.49344,
1995,1995,148,Chad,8,Flow,1,Inward,32.612,,4.734,,0.009449,,1.98455,,16.7622,
