Year,Year Label,Economy,Economy Label,Mode,Mode Label,Direction,Direction Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,US dollars at current prices per capita,US dollars at current prices per capita Footnote,Percentage of total world,Percentage of total world Footnote,Percentage of Gross Domestic Product,Percentage of Gross Domestic Product Footnote,Percentage of Gross Fixed Capital Formation,Percentage of Gross Fixed Capital Formation Footnote
2012,2012,480,Mauritius,9,Stock,1,Inward,3218.014,,2497.014,,0.014037,,27.57818,,122.12063,
2012,2012,480,Mauritius,9,Stock,2,Outward,1400.546,,1086.752,,0.006137,,12.0026,,53.14944,
2012,2012,484,Mexico,8,Flow,1,Inward,21769.318,,188.062,,1.48184,,1.81246,,7.9353,
2012,2012,484,Mexico,8,Flow,2,Outward,22312.541,,192.755,,1.73075,,1.85769,,8.13332,
2012,2012,484,Mexico,9,Stock,1,Inward,426101.291,,3681.033,,1.858678,,35.4761,,155.32148,
2012,2012,484,Mexico,9,Stock,2,Outward,154746.229,,1336.832,,0.678049,,12.88378,,56.40775,
2012,2012,496,Mongolia,8,Flow,1,Inward,4272.473,,1530.064,,0.290828,,34.75602,,74.24158,
2012,2012,496,Mongolia,8,Flow,2,Outward,64.656,,23.155,,0.005015,,0.52597,,1.12351,
2012,2012,496,Mongolia,9,Stock,1,Inward,17668.37,,6327.422,,0.07707,,143.72993,,307.01838,
2012,2012,496,Mongolia,9,Stock,2,Outward,883.288,,316.324,,0.00387,,7.18543,,15.34865,
2012,2012,498,"Moldova, Republic of",8,Flow,1,Inward,241.44,,68.841,,0.016435,,2.77226,,11.73001,
2012,2012,498,"Moldova, Republic of",8,Flow,2,Outward,16.84,,4.802,,0.001306,,0.19336,,0.81815,
2012,2012,498,"Moldova, Republic of",9,Stock,1,Inward,3410.28,,972.368,,0.014876,,39.15749,,165.68349,
2012,2012,498,"Moldova, Republic of",9,Stock,2,Outward,134.29,,38.29,,0.000588,,1.54194,,6.52428,
2012,2012,499,Montenegro,8,Flow,1,Inward,619.753,,978.994,,0.042187,,15.16108,,76.75839,
2012,2012,499,Montenegro,8,Flow,2,Outward,26.674,,42.135,,0.002069,,0.65252,,3.30363,
2012,2012,499,Montenegro,9,Stock,1,Inward,4706.605,,7434.796,,0.02053,,115.13816,,582.92815,
2012,2012,500,Montserrat,8,Flow,1,Inward,2.61,,524.624,,0.000178,,4.11408,,18.51067,
2012,2012,504,Morocco,8,Flow,1,Inward,2728.361,,81.805,,0.18572,,2.62416,,8.59565,
2012,2012,504,Morocco,8,Flow,2,Outward,406.122,,12.177,,0.031502,,0.39061,,1.27948,
2012,2012,504,Morocco,9,Stock,1,Inward,45245.675,,1356.604,,0.197364,,43.51765,,142.54566,
2012,2012,504,Morocco,9,Stock,2,Outward,2156.72,,64.665,,0.00945,,2.07435,,6.79471,
2012,2012,508,Mozambique,8,Flow,1,Inward,5629.41,,229.888,,0.383195,,34.42893,,106.05788,
2012,2012,508,Mozambique,8,Flow,2,Outward,8.9,,0.363,,0.00069,,0.05443,,0.16768,
2012,2012,508,Mozambique,9,Stock,1,Inward,13490.848,,550.925,,0.058848,,82.50872,,254.1671,
2012,2012,508,Mozambique,9,Stock,2,Outward,17.363,,0.709,,7.60E-05,,0.10619,,0.32712,
2012,2012,5100,Africa,8,Flow,1,Inward,57079.605,,51.459,,3.885416,,2.3309,,11.17169,
2012,2012,5100,Africa,8,Flow,2,Outward,10527.435,,12.304,,0.816597,,0.47236,,2.33152,
2012,2012,5100,Africa,9,Stock,1,Inward,712190.632,,648.883,,3.106616,,29.20919,,139.82501,
2012,2012,5100,Africa,9,Stock,2,Outward,174152.32,,199.222,,0.763081,,7.7842,,38.41004,
2012,2012,5110,Northern Africa,8,Flow,1,Inward,15597.994,,72.868,,1.061758,,1.97316,,9.04789,
2012,2012,5110,Northern Africa,8,Flow,2,Outward,3098.366,,17.319,,0.240336,,0.42547,,1.91134,
2012,2012,5110,Northern Africa,9,Stock,1,Inward,217613.216,,1016.613,,0.949241,,27.52831,,126.23034,
2012,2012,5110,Northern Africa,9,Stock,2,Outward,29990.603,,167.641,,0.131409,,4.11834,,18.50076,
2012,2012,512,Oman,8,Flow,1,Inward,1365.41,,386.191,,0.092944,,1.5621,,5.64891,
2012,2012,512,Oman,8,Flow,2,Outward,884.265,,250.105,,0.068591,,1.01164,,3.65834,
2012,2012,512,Oman,9,Stock,1,Inward,18105.254,,5120.874,,0.078976,,20.71331,,74.90418,
2012,2012,512,Oman,9,Stock,2,Outward,4902.681,,1386.67,,0.021482,,5.60891,,20.28313,
2012,2012,5120,Sub-Saharan Africa,8,Flow,1,Inward,41481.611,,46.34,,2.823659,,2.50143,,12.2532,
2012,2012,5120,Sub-Saharan Africa,8,Flow,2,Outward,7429.069,,10.979,,0.576262,,0.49512,,2.56686,
2012,2012,5120,Sub-Saharan Africa,9,Stock,1,Inward,494577.416,,559.789,,2.157375,,30.0156,,146.78044,
2012,2012,5120,Sub-Saharan Africa,9,Stock,2,Outward,144161.718,,207.348,,0.631671,,9.55325,,49.48935,
2012,2012,5121,Eastern Africa,8,Flow,1,Inward,15524.308,,42.964,,1.056742,,5.40876,,21.1889,
2012,2012,5121,Eastern Africa,8,Flow,2,Outward,-344.195,,-2.02,,-0.026699,,-0.19494,,-0.85819,
2012,2012,5121,Eastern Africa,9,Stock,1,Inward,72498.693,,207.329,,0.316243,,26.22564,,101.14248,
2012,2012,5121,Eastern Africa,9,Stock,2,Outward,3949.222,,20.67,,0.017304,,2.1171,,9.36172,
2012,2012,5122,Middle Africa,8,Flow,1,Inward,3740.539,,26.216,,0.254619,,1.41828,,5.38027,
2012,2012,5122,Middle Africa,8,Flow,2,Outward,1242.541,,10.024,,0.096382,,0.55811,,2.24156,
2012,2012,5122,Middle Africa,9,Stock,1,Inward,91237.24,,639.451,,0.397982,,34.59385,,131.23268,
2012,2012,5122,Middle Africa,9,Stock,2,Outward,4932.941,,39.795,,0.021615,,2.21572,,8.89909,
2012,2012,5123,Southern Africa,8,Flow,1,Inward,5936.478,,97.874,,0.404097,,1.26652,,6.81436,
2012,2012,5123,Southern Africa,8,Flow,2,Outward,2998.587,,51.171,,0.232596,,0.64313,,3.47758,
2012,2012,5123,Southern Africa,9,Stock,1,Inward,171707.983,,2830.938,,0.749,,36.63302,,197.09997,
2012,2012,5123,Southern Africa,9,Stock,2,Outward,113694.133,,1940.194,,0.498172,,24.38499,,131.8555,
2012,2012,5124,Western Africa,8,Flow,1,Inward,16280.286,,49.261,,1.108201,,2.54845,,14.98688,
2012,2012,5124,Western Africa,8,Flow,2,Outward,3532.136,,10.912,,0.273982,,0.55622,,3.28091,
2012,2012,5124,Western Africa,9,Stock,1,Inward,159133.501,,481.503,,0.694149,,24.91016,,146.49096,
2012,2012,5124,Western Africa,9,Stock,2,Outward,21585.422,,67.11,,0.094581,,3.40672,,20.0878,
2012,2012,516,Namibia,8,Flow,1,Inward,1060.807,,489.422,,0.072209,,8.1499,,31.65339,
2012,2012,516,Namibia,8,Flow,2,Outward,10.533,,4.86,,0.000817,,0.08093,,0.31431,
2012,2012,516,Namibia,9,Stock,1,Inward,3303.171,,1523.976,,0.014409,,25.37738,,98.56323,
2012,2012,516,Namibia,9,Stock,2,Outward,1035.207,,477.611,,0.004536,,7.95322,,30.88952,
2012,2012,5200,Americas,8,Flow,1,Inward,438805.692,,466.259,,29.869562,,1.81577,,8.9631,
2012,2012,5200,Americas,8,Flow,2,Outward,410546.365,,457.03,,31.845462,,1.71058,,8.45247,
2012,2012,5200,Americas,9,Stock,1,Inward,6643347.439,,7058.976,,28.978661,,27.49008,,135.69781,
2012,2012,5200,Americas,9,Stock,2,Outward,6738232.373,,7407.868,,29.524809,,28.03909,,138.55822,
2012,2012,5210,Northern America,8,Flow,1,Inward,242192.616,,681.907,,16.486084,,1.33142,,6.67095,
2012,2012,5210,Northern America,8,Flow,2,Outward,374301.362,,1053.867,,29.033992,,2.05766,,10.30976,
2012,2012,5210,Northern America,9,Stock,1,Inward,4871916.944,,13717.159,,21.25158,,26.78261,,134.1921,
2012,2012,5210,Northern America,9,Stock,2,Outward,6195705.701,,17444.362,,27.147628,,34.05993,,170.65454,
2012,2012,5220,Latin America and the Caribbean,8,Flow,1,Inward,196613.075,,335.545,,13.383478,,3.29018,,15.54084,
2012,2012,5220,Latin America and the Caribbean,8,Flow,2,Outward,36245.003,,66.735,,2.81147,,0.62386,,2.955,
2012,2012,5220,Latin America and the Caribbean,9,Stock,1,Inward,1771430.496,,3023.172,,7.727081,,29.64366,,140.01872,
2012,2012,5220,Latin America and the Caribbean,9,Stock,2,Outward,542526.673,,978.521,,2.377181,,9.28831,,44.01656,
2012,2012,5221,Caribbean,8,Flow,1,Inward,1807.386,,74.287,,0.123029,,1.55576,,7.29966,
2012,2012,5221,Caribbean,8,Flow,2,Outward,552.804,,38.872,,0.04288,,0.53887,,2.46999,
2012,2012,5221,Caribbean,9,Stock,1,Inward,48203.795,,1981.281,,0.210268,,41.49277,,194.68515,
2012,2012,5221,Caribbean,9,Stock,2,Outward,1900.37,,133.631,,0.008327,,1.85246,,8.49107,
2012,2012,5222,Central America,8,Flow,1,Inward,30998.296,,192.899,,2.110058,,2.22898,,9.77345,
2012,2012,5222,Central America,8,Flow,2,Outward,22810.103,,141.945,,1.769345,,1.6402,,7.1918,
2012,2012,5222,Central America,9,Stock,1,Inward,504978.251,,3142.425,,2.202744,,36.31124,,159.21461,
2012,2012,5222,Central America,9,Stock,2,Outward,162197.522,,1009.338,,0.710698,,11.66306,,51.13926,
2012,2012,5223,South America,8,Flow,1,Inward,163807.393,,408.574,,11.150391,,3.66551,,17.74324,
2012,2012,5223,South America,8,Flow,2,Outward,12882.097,,34.986,,0.999245,,0.29844,,1.4523,
2012,2012,5223,South America,9,Stock,1,Inward,1218248.45,,3038.599,,5.314069,,27.26071,,131.95787,
2012,2012,5223,South America,9,Stock,2,Outward,378428.78,,997.132,,1.658156,,8.70415,,42.37714,
2012,2012,524,Nepal,8,Flow,1,Inward,91.978,,3.365,,0.006261,,0.44565,,1.85761,
2012,2012,524,Nepal,9,Stock,1,Inward,563.495,,20.618,,0.002458,,2.73024,,11.38053,
2012,2012,528,Netherlands (Kingdom of the),8,Flow,1,Inward,25013.041,,1490.176,,1.702641,,2.98139,,16.03292,
2012,2012,528,Netherlands (Kingdom of the),8,Flow,2,Outward,17935.125,,1068.502,,1.391201,,2.13775,,11.4961,
2012,2012,528,Netherlands (Kingdom of the),9,Stock,1,Inward,663302.723,,39516.885,,2.893364,,79.06143,,425.16535,
2012,2012,528,Netherlands (Kingdom of the),9,Stock,2,Outward,1011072.936,,60235.623,,4.430203,,120.51341,,648.07992,
2012,2012,5300,Asia,8,Flow,1,Inward,442990.527,,103.152,,30.154424,,1.71108,,5.32211,
2012,2012,5300,Asia,8,Flow,2,Outward,438565.909,,104.991,,34.018896,,1.70506,,5.30426,
2012,2012,5300,Asia,9,Stock,1,Inward,5269857.753,,1220.675,,22.98742,,20.3184,,63.26723,
2012,2012,5300,Asia,9,Stock,2,Outward,4379638.691,,1042.821,,19.190196,,16.99627,,52.91269,
2012,2012,531,Curaçao,8,Flow,1,Inward,54.69,,333.581,,0.003723,,1.80821,,7.6874,
2012,2012,531,Curaçao,8,Flow,2,Outward,19.109,,116.552,,0.001482,,0.63179,,2.68596,
2012,2012,531,Curaçao,9,Stock,1,Inward,668.113,,4075.151,,0.002914,,22.08984,,93.91222,
2012,2012,531,Curaçao,9,Stock,2,Outward,527.461,,3217.248,,0.002311,,17.43948,,74.14178,
2012,2012,5310,Central Asia,8,Flow,1,Inward,17757.651,,270.478,,1.208766,,5.45749,,21.62095,
2012,2012,5310,Central Asia,8,Flow,2,Outward,1483.807,,28.405,,0.115097,,0.52521,,2.32876,
2012,2012,5310,Central Asia,9,Stock,1,Inward,149799.792,,2281.692,,0.653435,,46.0382,,182.38972,
2012,2012,5310,Central Asia,9,Stock,2,Outward,23087.847,,441.975,,0.101164,,8.17216,,36.23519,
2012,2012,5320,Southern Asia,8,Flow,1,Inward,32364.807,,18.121,,2.203077,,1.08015,,3.33427,
2012,2012,5320,Southern Asia,8,Flow,2,Outward,10021.981,,5.702,,0.77739,,0.33733,,1.03987,
2012,2012,5320,Southern Asia,9,Stock,1,Inward,305617.596,,171.115,,1.333121,,10.19979,,31.48513,
2012,2012,5320,Southern Asia,9,Stock,2,Outward,123537.878,,70.288,,0.541304,,4.15811,,12.8182,
2012,2012,533,Aruba,8,Flow,1,Inward,-316.425,,-3098.799,,-0.021539,,-12.09941,,-55.22459,
2012,2012,533,Aruba,8,Flow,2,Outward,2.813,,27.552,,0.000218,,0.10758,,0.49102,
2012,2012,533,Aruba,9,Stock,1,Inward,3510.894,,34382.774,,0.015315,,134.24919,,612.74534,
2012,2012,533,Aruba,9,Stock,2,Outward,687.709,,6734.855,,0.003013,,26.29656,,120.02379,
2012,2012,5330,Eastern Asia,8,Flow,1,Inward,214058.868,,133.555,,14.571016,,1.26568,,3.66522,
2012,2012,5330,Eastern Asia,8,Flow,2,Outward,338032.353,,214.23,,26.22066,,2.00058,,5.79351,
2012,2012,5330,Eastern Asia,9,Stock,1,Inward,2535994.009,,1582.247,,11.062151,,14.9947,,43.45486,
2012,2012,5330,Eastern Asia,9,Stock,2,Outward,3166954.725,,2007.08,,13.876597,,18.74304,,54.27818,
2012,2012,534,Sint Maarten (Dutch part),8,Flow,1,Inward,19.605,,557.932,,0.001335,,1.83877,,13.52004,
2012,2012,534,Sint Maarten (Dutch part),8,Flow,2,Outward,-0.662,,-18.852,,-5.10E-05,,-0.06213,,-0.45683,
2012,2012,534,Sint Maarten (Dutch part),9,Stock,1,Inward,531.403,,15122.893,,0.002318,,49.84037,,366.46433,
2012,2012,534,Sint Maarten (Dutch part),9,Stock,2,Outward,59.463,,1692.21,,0.000261,,5.577,,41.00635,
2012,2012,5340,Western Asia,8,Flow,1,Inward,61827.012,,274.441,,4.208573,,1.95451,,8.51682,
2012,2012,5340,Western Asia,8,Flow,2,Outward,26318.746,,116.825,,2.041505,,0.832,,3.62547,
2012,2012,5340,Western Asia,9,Stock,1,Inward,776366.65,,3131.912,,3.386556,,24.18483,,105.64785,
2012,2012,5340,Western Asia,9,Stock,2,Outward,289241.305,,1166.818,,1.267364,,9.01024,,39.35991,
2012,2012,5350,South-eastern Asia,8,Flow,1,Inward,116982.188,,190.273,,7.962993,,4.69441,,16.56221,
2012,2012,5350,South-eastern Asia,8,Flow,2,Outward,62709.022,,111.149,,4.864244,,2.60434,,9.2208,
2012,2012,5350,South-eastern Asia,9,Stock,1,Inward,1502079.705,,2443.151,,6.552157,,60.27737,,212.66283,
2012,2012,5350,South-eastern Asia,9,Stock,2,Outward,776816.936,,1376.877,,3.403767,,32.26164,,114.22403,
2012,2012,540,New Caledonia,8,Flow,1,Inward,2831.45,,10436.487,,0.192737,,29.31197,,69.91907,
2012,2012,540,New Caledonia,8,Flow,2,Outward,108.953,,401.591,,0.008451,,1.12791,,2.69045,
2012,2012,540,New Caledonia,9,Stock,1,Inward,10598.422,,39064.892,,0.046231,,109.71788,,261.71459,
2012,2012,540,New Caledonia,9,Stock,2,Outward,467.887,,1724.593,,0.00205,,4.8437,,11.55388,
2012,2012,5400,Europe,8,Flow,1,Inward,463673.792,,625.115,,31.562337,,2.19452,,10.85746,
2012,2012,5400,Europe,8,Flow,2,Outward,421997.828,,568.929,,32.733735,,1.99728,,9.88157,
2012,2012,5400,Europe,9,Stock,1,Inward,9590343.598,,12929.501,,41.833626,,45.3902,,224.56901,
2012,2012,5400,Europe,9,Stock,2,Outward,11033363.53,,14887.657,,48.344719,,52.22999,,258.40785,
2012,2012,5410,Eastern Europe,8,Flow,1,Inward,83150.847,,282.509,,5.660089,,2.29734,,10.53301,
2012,2012,5410,Eastern Europe,8,Flow,2,Outward,46463.846,,157.863,,3.60413,,1.28373,,5.88574,
2012,2012,5410,Eastern Europe,9,Stock,1,Inward,1141218.442,,3877.339,,4.97806,,31.5303,,144.5622,
2012,2012,5410,Eastern Europe,9,Stock,2,Outward,433696.032,,1473.501,,1.900319,,11.98242,,54.93782,
2012,2012,5420,Northern Europe,8,Flow,1,Inward,144675.903,,1432.907,,9.848108,,3.08588,,16.89339,
2012,2012,5420,Northern Europe,8,Flow,2,Outward,106835.067,,1058.121,,8.287035,,2.27875,,12.47482,
2012,2012,5420,Northern Europe,9,Stock,1,Inward,2645691.855,,26203.599,,11.540659,,56.43158,,308.92979,
2012,2012,5420,Northern Europe,9,Stock,2,Outward,3068314.45,,30389.36,,13.444386,,65.44596,,358.27821,
2012,2012,5430,Southern Europe,8,Flow,1,Inward,118624.448,,766.166,,8.074782,,2.89222,,15.98753,
2012,2012,5430,Southern Europe,8,Flow,2,Outward,67829.356,,438.093,,5.261421,,1.65377,,9.14166,
2012,2012,5430,Southern Europe,9,Stock,1,Inward,1706743.812,,11023.44,,7.444914,,41.6127,,230.02531,
2012,2012,5430,Southern Europe,9,Stock,2,Outward,1624019.006,,10532.204,,7.115939,,39.63526,,219.11457,
2012,2012,5440,Western Europe,8,Flow,1,Inward,117222.594,,611.759,,7.979358,,1.34439,,6.22618,
2012,2012,5440,Western Europe,8,Flow,2,Outward,200869.559,,1048.295,,15.581149,,2.3037,,10.66901,
2012,2012,5440,Western Europe,9,Stock,1,Inward,4096689.489,,21379.738,,17.869993,,46.98354,,217.59211,
2012,2012,5440,Western Europe,9,Stock,2,Outward,5907334.043,,30829.101,,25.884075,,67.7492,,313.76293,
2012,2012,548,Vanuatu,8,Flow,1,Inward,37.685,,146.454,,0.002565,,4.82082,,21.57069,
2012,2012,548,Vanuatu,8,Flow,2,Outward,0.507,,1.972,,3.90E-05,,0.0649,,0.29041,
2012,2012,548,Vanuatu,9,Stock,1,Inward,608.126,,2363.371,,0.002653,,77.79503,,348.0924,
2012,2012,548,Vanuatu,9,Stock,2,Outward,24.322,,94.525,,0.000107,,3.11147,,13.92222,
2012,2012,5500,Oceania,8,Flow,1,Inward,66523.458,,1752.537,,4.528261,,3.67217,,13.52714,
2012,2012,5500,Oceania,8,Flow,2,Outward,7545.721,,199.215,,0.58531,,0.41663,,1.53464,
2012,2012,5500,Oceania,9,Stock,1,Inward,709224.143,,18631.14,,3.093676,,39.14288,,144.18768,
2012,2012,5500,Oceania,9,Stock,2,Outward,496885.479,,13118.27,,2.177195,,27.43515,,101.05586,
2012,2012,554,New Zealand,8,Flow,1,Inward,3504.002,,794.507,,0.238518,,1.98857,,9.58009,
2012,2012,554,New Zealand,8,Flow,2,Outward,-433.451,,-98.282,,-0.033622,,-0.24599,,-1.18507,
2012,2012,554,New Zealand,9,Stock,1,Inward,71576.685,,16229.496,,0.312222,,40.62087,,195.69373,
2012,2012,554,New Zealand,9,Stock,2,Outward,19128.95,,4337.351,,0.083817,,10.85597,,52.29937,
2012,2012,558,Nicaragua,8,Flow,1,Inward,775.7,,128.627,,0.052802,,7.36516,,26.24348,
2012,2012,558,Nicaragua,8,Flow,2,Outward,63.4,,10.513,,0.004918,,0.60197,,2.14495,
2012,2012,558,Nicaragua,9,Stock,1,Inward,5154.4,,854.707,,0.022484,,48.94029,,174.38365,
2012,2012,558,Nicaragua,9,Stock,2,Outward,246.9,,40.941,,0.001082,,2.34428,,8.35312,
2012,2012,5600,Asia and Oceania,8,Flow,1,Inward,509513.985,,117.602,,34.682685,,1.83933,,5.78004,
2012,2012,5600,Asia and Oceania,8,Flow,2,Outward,446111.631,,105.837,,34.604206,,1.62031,,5.09267,
2012,2012,5600,Asia and Oceania,9,Stock,1,Inward,5979081.897,,1372.85,,26.081097,,21.54758,,67.77975,
2012,2012,5600,Asia and Oceania,9,Stock,2,Outward,4876524.169,,1150.754,,21.367391,,17.68179,,55.61223,
2012,2012,562,Niger,8,Flow,1,Inward,841.276,,46.856,,0.057266,,9.17752,,30.52524,
2012,2012,562,Niger,8,Flow,2,Outward,2.184,,0.122,,0.000169,,0.02383,,0.07925,
2012,2012,562,Niger,9,Stock,1,Inward,4098.348,,228.264,,0.017877,,44.7091,,148.70636,
2012,2012,562,Niger,9,Stock,2,Outward,20.072,,1.118,,8.80E-05,,0.21897,,0.7283,
2012,2012,566,Nigeria,8,Flow,1,Inward,7127.38,,41.907,,0.485162,,1.55154,,10.91775,
2012,2012,566,Nigeria,8,Flow,2,Outward,1542.562,,9.07,,0.119654,,0.3358,,2.3629,
2012,2012,566,Nigeria,9,Stock,1,Inward,97514.131,,573.356,,0.425362,,21.22752,,149.37261,
2012,2012,566,Nigeria,9,Stock,2,Outward,13145.289,,77.291,,0.057599,,2.86155,,20.13602,
2012,2012,5702,Northern America and Europe,8,Flow,1,Inward,705866.408,,643.504,,48.048421,,1.79522,,8.93376,
2012,2012,5702,Northern America and Europe,8,Flow,2,Outward,796299.19,,725.947,,61.767727,,2.02521,,10.07832,
2012,2012,5702,Northern America and Europe,9,Stock,1,Inward,14462260.54,,13184.538,,63.085206,,36.78162,,183.04089,
2012,2012,5702,Northern America and Europe,9,Stock,2,Outward,17229069.23,,15715.972,,75.492348,,43.82295,,218.08115,
2012,2012,5703,Central and Southern Asia,8,Flow,1,Inward,50122.458,,27.069,,3.411842,,1.50894,,4.76085,
2012,2012,5703,Central and Southern Asia,8,Flow,2,Outward,11505.788,,6.357,,0.892487,,0.35364,,1.1198,
2012,2012,5703,Central and Southern Asia,9,Stock,1,Inward,455417.389,,245.948,,1.986557,,13.71039,,43.25754,
2012,2012,5703,Central and Southern Asia,9,Stock,2,Outward,146625.725,,81.016,,0.642468,,4.50667,,14.27034,
2012,2012,5704,Eastern and South-Eastern Asia,8,Flow,1,Inward,331041.056,,149.279,,22.534009,,1.706,,5.05788,
2012,2012,5704,Eastern and South-Eastern Asia,8,Flow,2,Outward,400741.375,,187.081,,31.084904,,2.07589,,6.15129,
2012,2012,5704,Eastern and South-Eastern Asia,9,Stock,1,Inward,4038073.714,,1820.927,,17.614308,,20.80993,,61.72654,
2012,2012,5704,Eastern and South-Eastern Asia,9,Stock,2,Outward,3943771.661,,1841.095,,17.280364,,20.42922,,60.53599,
2012,2012,5705,Western Asia and Northern Africa,8,Flow,1,Inward,77425.006,,176.23,,5.27033,,1.95824,,8.61873,
2012,2012,5705,Western Asia and Northern Africa,8,Flow,2,Outward,29417.112,,72.782,,2.281841,,0.75593,,3.31257,
2012,2012,5705,Western Asia and Northern Africa,9,Stock,1,Inward,993979.866,,2151.722,,4.335797,,24.84548,,109.55887,
2012,2012,5705,Western Asia and Northern Africa,9,Stock,2,Outward,319231.908,,747.99,,1.398774,,8.10571,,35.59014,
2012,2012,5706,"Europe, Northern America, Australia and New Zealand",8,Flow,1,Inward,768944.794,,684.084,,52.342175,,1.87153,,9.17504,
2012,2012,5706,"Europe, Northern America, Australia and New Zealand",8,Flow,2,Outward,803757.634,,715.055,,62.346267,,1.95626,,9.59042,
2012,2012,5706,"Europe, Northern America, Australia and New Zealand",9,Stock,1,Inward,15149651.17,,13477.735,,66.083643,,36.87269,,180.76538,
2012,2012,5706,"Europe, Northern America, Australia and New Zealand",9,Stock,2,Outward,17724751.55,,15777.532,,77.664271,,43.14451,,211.51181,
2012,2012,579,Norway,8,Flow,1,Inward,14655.092,,2919.89,,0.997574,,2.87633,,12.80643,
2012,2012,579,Norway,8,Flow,2,Outward,20671.766,,4118.656,,1.603478,,4.05721,,18.06413,
2012,2012,579,Norway,9,Stock,1,Inward,212414.183,,42321.541,,0.926563,,41.6902,,185.61928,
2012,2012,579,Norway,9,Stock,2,Outward,216671.634,,43169.798,,0.949387,,42.5258,,189.33967,
2012,2012,583,Micronesia (Federated States of),9,Stock,1,Inward,5.13,,47.4,,2.20E-05,,1.56769,,5.24493,
2012,2012,584,Marshall Islands,8,Flow,1,Inward,21.374,,409.44,,0.001455,,11.83858,,77.09783,
2012,2012,584,Marshall Islands,9,Stock,1,Inward,184.288,,3530.219,,0.000804,,102.07298,,664.74243,
2012,2012,585,Palau,8,Flow,1,Inward,21.639,,1205.791,,0.001473,,10.16078,,38.92039,
2012,2012,585,Palau,9,Stock,1,Inward,261.32,,14561.44,,0.00114,,122.70414,,470.0125,
2012,2012,586,Pakistan,8,Flow,1,Inward,859,,4.248,,0.058472,,0.37279,,2.74941,
2012,2012,586,Pakistan,8,Flow,2,Outward,82,,0.406,,0.006361,,0.03559,,0.26246,
2012,2012,586,Pakistan,9,Stock,1,Inward,23124.813,,114.363,,0.100872,,10.03584,,74.01588,
2012,2012,586,Pakistan,9,Stock,2,Outward,1549.573,,7.663,,0.00679,,0.67249,,4.95974,
2012,2012,591,Panama,8,Flow,1,Inward,3210.5,,855.025,,0.218539,,7.94094,,22.38733,
2012,2012,591,Panama,8,Flow,2,Outward,-274.4,,-73.079,,-0.021285,,-0.67871,,-1.91344,
2012,2012,591,Panama,9,Stock,1,Inward,27109.3,,7219.786,,0.118252,,67.05288,,189.03749,
2012,2012,591,Panama,9,Stock,2,Outward,3274.8,,872.149,,0.014349,,8.09998,,22.83571,
2012,2012,598,Papua New Guinea,8,Flow,1,Inward,25.004,,3.115,,0.001702,,0.11742,,0.46237,
2012,2012,598,Papua New Guinea,8,Flow,2,Outward,-88.787,,-11.062,,-0.006887,,-0.41693,,-1.6418,
2012,2012,598,Papua New Guinea,9,Stock,1,Inward,4656.095,,580.087,,0.02031,,21.86456,,86.09829,
2012,2012,598,Papua New Guinea,9,Stock,2,Outward,298.983,,37.249,,0.00131,,1.40399,,5.52865,
2012,2012,600,Paraguay,8,Flow,1,Inward,769.263,,129.87,,0.052364,,2.31205,,11.8348,
2012,2012,600,Paraguay,9,Stock,1,Inward,5334.399,,900.576,,0.023269,,16.03273,,82.06758,
2012,2012,604,Peru,8,Flow,1,Inward,13622.485,,457.905,,0.927284,,7.07111,,28.23414,
2012,2012,604,Peru,8,Flow,2,Outward,1748.482,,58.773,,0.135627,,0.9076,,3.62393,
2012,2012,604,Peru,9,Stock,1,Inward,64280.606,,2160.722,,0.280396,,33.36652,,133.22881,
2012,2012,604,Peru,9,Stock,2,Outward,6112.403,,205.462,,0.026783,,3.1728,,12.66864,
2012,2012,608,Philippines,8,Flow,1,Inward,3215.415,Asset/liability basis.,32.8,,0.218874,,1.22763,,6.15584,
2012,2012,608,Philippines,8,Flow,2,Outward,4173.22,Asset/liability basis.,42.57,,0.32371,,1.59332,,7.98954,
2012,2012,608,Philippines,9,Stock,1,Inward,36458.887,,371.907,,0.159036,,13.91983,,69.79973,
2012,2012,608,Philippines,9,Stock,2,Outward,9195.701,,93.803,,0.040293,,3.51087,,17.60497,
2012,2012,616,Poland,8,Flow,1,Inward,12423.523,,321.637,,0.845671,,2.50863,,12.80255,
2012,2012,616,Poland,8,Flow,2,Outward,2900.993,,75.105,,0.225026,,0.58579,,2.9895,
2012,2012,616,Poland,9,Stock,1,Inward,198953.317,,5150.778,,0.867846,,40.17388,,205.02314,
2012,2012,616,Poland,9,Stock,2,Outward,26102.11,,675.767,,0.114371,,5.2707,,26.89845,
2012,2012,620,Portugal,8,Flow,1,Inward,8152.565,,774.805,,0.554946,,3.77021,,23.7646,
2012,2012,620,Portugal,8,Flow,2,Outward,-8471.773,,-805.142,,-0.657143,,-3.91783,,-24.69509,
2012,2012,620,Portugal,9,Stock,1,Inward,105736.551,,10049.01,,0.461229,,48.89854,,308.22038,
2012,2012,620,Portugal,9,Stock,2,Outward,57947.377,,5507.214,,0.253907,,26.79813,,168.91569,
2012,2012,624,Guinea-Bissau,8,Flow,1,Inward,6.625,,4.009,,0.000451,,0.66964,,10.20417,
2012,2012,624,Guinea-Bissau,8,Flow,2,Outward,-0.149,,-0.09,,-1.20E-05,,-0.01505,,-0.22929,
